vTEC sTEC IonoDelay  
20.160672 25.319052 4.111116 
21.526684 26.738914 4.341663 
24.764670 31.243544 5.073091 
29.765733 39.166514 6.359563 
36.199734 51.001255 8.281199 
43.561730 67.416702 10.946615 
51.224222 89.166870 14.478243 
58.459284 116.603928 18.933265 
64.359371 148.012342 24.033126 
67.556593 175.758332 28.538311 
65.940268 183.625543 29.815729 
19.804295 52.550063 8.532682 
22.042953 51.422259 8.349558 
23.250915 46.175482 7.497626 
23.135182 39.217653 6.367866 
21.869713 32.282073 5.241719 
19.992130 26.397252 4.286186 
18.288273 22.244126 3.611833 
17.603142 20.329985 3.301029 
18.625041 21.060498 3.419645 
21.722306 24.801370 4.027059 
26.874415 31.948982 5.187634 
33.690960 42.994919 6.981190 
41.482688 58.548099 9.506598 
49.333716 79.203286 12.860431 
56.109566 104.889491 17.031163 
60.337694 132.765411 21.557445 
60.078430 152.970078 24.838126 
53.726563 149.012494 24.195523 
15.504586 42.862698 6.959721 
16.478460 41.287327 6.703924 
17.203206 36.574825 5.938744 
17.413090 30.899494 5.017227 
16.918962 25.425575 4.128413 
15.780994 20.653383 3.353540 
14.421911 16.988570 2.758476 
13.598786 14.930250 2.424261 
14.177007 15.035382 2.441332 
16.798227 17.842167 2.897076 
21.611857 23.834987 3.870145 
28.181946 33.445741 5.430667 
35.563492 47.025268 7.635608 
42.461150 64.637168 10.495295 
47.375826 85.319820 13.853588 
48.743696 105.187075 17.079483 
45.425830 115.122799 18.692771 
38.249515 106.150230 17.235873 
28.432781 79.207641 12.861138 
14.266544 38.504037 6.251995 
14.564070 34.427623 5.590097 
14.333020 28.067392 4.557371 
13.611645 21.968456 3.567072 
12.433894 16.930250 2.749006 
11.005859 13.095284 2.126313 
9.838997 10.645917 1.728604 
9.716660 9.970772 1.618979 
11.408444 11.590560 1.881988 
15.243366 16.010128 2.599604 
20.815697 23.584857 3.829531 
27.016245 34.404275 5.586306 
32.356576 48.097394 7.809692 
35.421187 63.342824 10.285129 
35.356483 76.892143 12.485165 
32.470916 83.311680 13.527521 
25.648427 67.296526 10.927102 
12.955785 34.014725 5.523054 
13.148171 29.586017 4.803954 
12.599113 23.119188 3.753919 
11.376397 17.052448 2.768848 
9.662259 12.200837 1.981080 
7.932950 8.814170 1.431178 
6.963110 7.151167 1.161152 
7.601407 7.601562 1.234284 
10.325514 10.601242 1.721350 
14.811224 16.446930 2.670528 
19.915826 25.127067 4.079943 
24.194578 36.227440 5.882338 
26.609930 48.771383 7.919129 
26.951717 60.582488 9.836927 
22.323690 52.651043 8.549079 
20.458202 54.619780 8.868747 
16.785144 46.770741 7.594280 
10.490305 28.897791 4.692205 
11.259306 28.750592 4.668304 
11.551659 25.086979 4.073434 
11.053215 19.397414 3.149606 
9.671948 13.765061 2.235067 
7.668644 9.198988 1.493662 
5.908090 6.314493 1.025300 
5.567542 5.650281 0.917450 
7.442507 7.668134 1.245094 
11.314272 12.641726 2.052668 
15.940687 20.524252 3.332573 
19.830499 30.912857 5.019396 
22.064509 42.726813 6.937657 
18.248682 38.065116 6.180726 
16.820820 40.743324 6.615593 
13.700689 35.684460 5.794173 
10.586959 27.898522 4.529951 
9.296253 23.491801 3.814421 
9.405707 21.204179 3.442974 
9.461533 17.748528 2.881872 
8.694573 13.242718 2.150253 
6.964341 8.829046 1.433594 
5.082052 5.669396 0.920554 
4.555030 4.802736 0.779832 
6.400794 6.892932 1.119222 
10.198193 12.094040 1.963739 
14.370225 20.013673 3.249669 
17.345947 29.566448 4.800777 
13.360675 24.765352 4.021211 
11.390821 24.830763 4.031832 
7.968021 18.097063 2.938464 
6.808369 14.173406 2.301371 
7.025854 12.035799 1.954282 
5.972427 8.198063 1.331140 
3.985520 4.675512 0.759174 
4.097673 4.612898 0.749008 
7.626285 9.359531 1.519730 
11.813641 17.507407 2.842720 
7.844340 13.121714 2.130605 
4.438660 8.448286 1.371769 
3.980658 6.909403 1.121897 
3.825397 5.334758 0.866218 
2.707832 3.339646 0.542267 
5.788460 7.790377 1.264943 
2.453047 3.777921 0.613430 
1.694544 2.455722 0.398742 
21.480296 59.448454 9.652791 
26.355282 69.386967 11.266532 
32.700093 86.041535 13.970775 
38.513529 106.509225 17.294164 
18.208580 50.096010 8.134212 
20.799616 51.634259 8.383981 
25.409628 57.816362 9.387784 
31.437121 70.710135 11.481378 
37.601912 90.676790 14.723412 
42.665040 114.737640 18.630231 
17.238705 47.467453 7.707407 
17.978250 43.635969 7.085279 
20.457488 42.955342 6.974764 
24.733952 47.327506 7.684683 
30.326081 56.878324 9.235473 
36.407376 72.193402 11.722219 
42.172131 94.496458 15.343621 
47.192089 122.793060 19.938210 
18.220454 48.520238 7.878350 
18.007266 41.110455 6.675205 
19.218453 37.288237 6.054582 
22.020062 37.798697 6.137467 
26.258092 42.115547 6.838405 
31.541043 50.085967 8.132581 
37.376483 62.282366 10.112940 
43.333144 80.165176 13.016616 
49.185838 105.927287 17.199673 
55.014019 139.871958 22.711352 
21.768692 60.353426 9.799733 
20.434677 50.038785 8.124920 
19.947890 40.639754 6.598776 
20.900627 35.985950 5.843127 
23.472110 35.644152 5.787628 
27.549370 38.760982 6.293715 
32.846502 45.026541 7.311070 
39.007118 54.789579 8.896318 
45.702143 69.170069 11.231313 
52.710396 90.307804 14.663499 
59.956798 121.405799 19.712957 
67.474679 164.279370 26.674443 
75.185609 208.031827 33.778637 
24.820986 69.014443 11.206044 
23.797416 59.117814 9.599104 
22.931563 47.476707 7.708909 
23.077774 39.922812 6.482365 
24.688741 36.842331 5.982179 
27.866543 37.323806 6.060358 
32.493609 40.696220 6.607945 
38.334068 46.768072 7.593846 
45.107787 55.836538 9.066315 
52.543508 68.741411 11.161711 
60.409515 87.024957 14.130455 
68.513877 113.159973 18.374062 
76.661157 150.395999 24.420167 
84.539278 199.904932 32.459053 
91.493970 249.444503 40.502915 
25.695222 71.591909 11.624553 
25.409002 64.116862 10.410812 
24.822681 52.701202 8.557223 
24.764821 43.882866 7.125368 
25.854815 39.107341 6.349955 
28.398062 37.851882 6.146103 
32.447589 39.419728 6.400678 
37.881396 43.383412 7.044271 
44.470754 49.641278 8.060376 
51.934435 58.415871 9.485128 
59.976126 70.277714 11.411164 
68.303807 86.220089 13.999767 
76.630556 107.787622 17.501740 
84.655290 137.178655 22.274034 
92.018063 176.845563 28.714847 
98.218951 226.648262 36.801433 
102.525248 274.542093 44.578072 
24.603510 63.030906 10.234482 
24.233113 52.999162 8.605604 
24.089379 44.249243 7.184858 
24.747262 38.721701 6.287337 
26.587367 36.331034 5.899159 
29.792245 36.552742 5.935158 
34.372332 38.940227 6.322820 
40.199690 43.233742 7.019969 
47.046258 49.369944 8.016319 
54.621997 57.479991 9.333167 
62.607963 67.900077 11.025102 
70.681190 81.204700 13.185406 
78.530249 98.268951 15.956170 
85.861104 120.350080 19.541537 
92.391774 149.101272 24.209938 
97.831273 186.122179 30.221114 
101.838683 230.690766 37.457824 
103.994599 273.283100 44.373646 
100.635470 280.602682 45.562144 
23.282422 63.741435 10.349853 
22.945093 55.279409 8.975853 
22.399133 45.011039 7.308553 
22.369250 37.494366 6.088052 
23.421974 33.495444 5.438737 
25.897443 32.533729 5.282581 
29.923083 34.037712 5.526787 
35.435570 37.613263 6.107357 
42.212122 43.073598 6.993966 
49.913877 50.432305 8.188817 
58.136648 59.906336 9.727138 
66.461307 71.942921 11.681548 
74.496428 87.280847 14.172005 
81.907187 107.050746 17.382092 
88.424513 132.873148 21.574938 
93.826485 166.694492 27.066593 
97.882628 209.273630 33.980271 
100.274955 254.439970 41.314041 
97.073753 268.411586 43.582646 
21.831013 56.787446 9.220717 
21.206404 46.110918 7.487143 
20.716304 36.787847 5.973333 
21.226159 31.406643 5.099574 
23.291553 29.685285 4.820072 
27.154569 30.897306 5.016871 
32.780131 34.509017 5.603314 
39.902920 40.263852 6.537740 
48.092116 48.175557 7.822383 
56.831295 58.535841 9.504608 
65.600133 71.964241 11.685010 
73.939820 89.516825 14.535066 
81.484147 112.847639 18.323347 
87.940928 144.268493 23.425228 
93.011900 185.838068 30.174982 
96.259558 234.228397 38.032238 
88.618940 242.530329 39.380243 
19.051664 52.780477 8.570095 
19.121539 46.180581 7.498454 
18.712590 36.505429 5.927476 
18.931505 29.999448 4.871084 
20.679021 27.575719 4.477537 
24.433158 28.595974 4.643198 
30.248900 32.425862 5.265067 
37.822702 38.741465 6.290547 
46.598593 47.569711 7.724010 
55.895268 59.313458 9.630871 
65.025234 74.824619 12.149456 
73.375270 95.544832 15.513848 
80.424795 123.630768 20.074230 
85.693184 161.427464 26.211372 
88.633202 207.323592 33.663639 
72.114164 195.433944 31.733088 
14.911395 39.953038 6.487273 
14.995117 33.199076 5.390615 
15.175093 26.709719 4.336922 
16.598525 23.926893 3.885068 
20.067252 24.862127 4.036924 
25.822952 28.944684 4.699819 
33.537480 35.801795 5.813225 
42.448955 45.423755 7.375566 
51.577667 58.230863 9.455088 
59.941182 75.162165 12.204265 
66.706496 97.784967 15.877584 
71.250790 128.043467 20.790731 
73.139180 165.403276 26.856935 
53.043589 142.681630 23.167565 
10.755695 27.353173 4.441402 
10.860464 22.007899 3.573476 
11.722551 18.914480 3.071190 
14.391999 19.450327 3.158197 
19.350422 23.297820 3.782924 
26.302996 30.054496 4.880022 
34.282750 39.606355 6.430981 
42.005502 52.273731 8.487814 
48.289681 68.943028 11.194448 
52.356955 91.039090 14.782240 
53.914746 118.839005 19.296180 
38.309155 102.650955 16.667687 
7.692399 21.428783 3.479444 
7.772598 18.554568 3.012751 
8.036282 15.047269 2.443262 
9.681160 14.731714 2.392024 
13.445069 17.871346 2.901814 
19.135810 24.048720 3.904849 
25.678252 33.060288 5.368080 
31.652563 45.219838 7.342456 
35.964131 61.541597 9.992660 
38.173905 82.820381 13.447748 
29.102428 78.010449 12.666748 
6.041503 16.500689 2.679257 
6.053474 13.545861 2.199475 
6.899096 12.216746 1.983663 
9.701530 14.637769 2.376770 
14.451500 20.538855 3.334944 
19.988652 29.710853 4.824224 
24.822084 42.712546 6.935341 
27.989265 60.445275 9.814647 
23.008645 61.957231 10.060147 
5.058035 12.359277 2.006806 
5.900517 11.636093 1.889381 
8.621988 14.716467 2.389549 
13.042674 21.648723 3.515156 
17.782589 32.422168 5.264467 
21.401623 47.351104 7.688515 
17.976071 48.794521 7.922886 
4.586034 11.706703 1.900846 
6.361186 13.322287 2.163172 
10.712744 21.096792 3.425538 
15.533657 34.710114 5.635966 
13.299554 36.465650 5.921017 
5.592208 13.937149 2.263009 
9.961619 23.644468 3.839210 
9.135490 25.303597 4.108607 
36.638427 87.469518 14.202640 
41.360724 89.223907 14.487504 
39.117100 104.245041 16.926522 
28.369101 74.157161 12.041080 
34.777691 72.577344 11.784561 
45.765284 89.638018 14.554744 
45.298954 114.377514 18.571757 
27.962133 77.461293 12.577580 
27.291312 63.836234 10.365246 
32.763768 59.908047 9.727416 
41.136704 69.515924 11.287471 
49.382892 89.006070 14.452133 
49.855088 116.710457 18.950562 
47.883877 132.913097 21.581425 
24.025586 63.017698 10.232338 
25.388369 52.301739 8.492361 
30.955149 50.377129 8.179858 
39.043022 56.691854 9.205195 
45.843033 69.050039 11.211824 
52.055494 87.870740 14.267787 
52.940938 115.562389 18.764148 
52.168962 140.909906 22.879886 
22.202710 61.881646 10.047874 
21.827155 52.190575 8.474311 
23.957915 44.163717 7.170971 
29.259944 43.286599 7.028551 
36.636345 47.769119 7.756389 
43.826040 56.037227 9.098902 
49.110525 68.608458 11.140123 
53.988128 87.032892 14.131744 
55.164712 113.923793 18.498085 
54.997124 143.102530 23.235908 
19.872669 53.338319 8.660673 
20.223414 43.970470 7.139593 
22.719549 38.351306 6.227195 
27.646409 38.043711 6.177251 
34.249635 41.396281 6.721615 
41.133689 47.333480 7.685653 
47.035177 55.929511 9.081412 
51.331731 68.401184 11.106468 
56.165018 88.243133 14.328253 
57.782442 114.967976 18.667632 
57.966221 145.617442 23.644260 
18.220826 46.121477 7.488857 
19.070043 38.317942 6.221778 
21.711305 34.404627 5.586364 
26.236904 34.382020 5.582693 
32.126185 36.997694 6.007406 
38.493988 41.517310 6.741267 
44.469974 47.901725 7.777920 
49.494204 56.783074 9.220007 
53.384200 69.518824 11.287942 
61.102091 95.510840 15.508329 
63.440811 123.021350 19.975278 
63.975094 154.582511 25.099941 
62.146656 172.295866 27.976101 
17.203427 45.865897 7.447358 
17.682323 39.179459 6.361665 
19.306472 34.150763 5.545143 
22.350809 32.308654 5.246035 
26.735779 32.977018 5.354559 
32.080223 35.408428 5.749353 
37.858563 39.243489 6.372061 
43.570579 44.523233 7.229346 
48.867972 51.674824 8.390568 
53.591546 61.552669 9.994458 
57.699844 75.532434 12.264386 
72.291157 114.770660 18.635593 
75.573921 148.093641 24.046327 
76.114510 184.487053 29.955614 
72.679723 201.391757 32.700472 
17.264213 46.729748 7.587623 
18.026858 41.304890 6.706776 
19.658651 36.228802 5.882559 
22.513753 33.878455 5.500928 
26.639920 33.979618 5.517354 
31.818203 35.890241 5.827586 
37.694600 39.253456 6.373680 
43.901025 44.059247 7.154008 
50.144350 50.629376 8.220816 
56.242309 59.637239 9.683444 
62.089426 72.180302 11.720092 
67.550214 89.875223 14.593260 
90.031044 148.175571 24.059630 
93.650230 187.583807 30.458442 
94.164510 229.265003 37.226320 
90.015715 248.706964 40.383158 
19.312706 51.186249 8.311236 
20.707660 46.422552 7.537743 
22.880218 41.934205 6.808960 
26.186675 39.836662 6.468376 
30.688098 40.006276 6.495917 
36.235718 41.959090 6.813000 
42.582675 45.417176 7.374498 
49.463470 50.380521 8.180408 
56.641924 57.114522 9.273825 
63.927125 66.153629 10.741527 
71.155241 78.341590 12.720516 
78.139051 94.907353 15.410339 
84.591899 117.533269 19.084165 
107.365536 186.874123 30.343209 
110.571512 230.582211 37.440198 
111.272945 276.064353 44.825245 
108.147445 299.336012 48.603921 
23.069690 60.493180 9.822426 
24.970738 55.998927 9.092683 
27.751012 51.838637 8.417166 
31.716187 49.961201 8.112322 
36.894471 50.328740 8.172001 
43.138705 52.529550 8.529352 
50.216667 56.297693 9.141194 
57.868748 61.595221 10.001367 
65.840409 68.601054 11.138921 
73.895248 77.702113 12.616682 
81.812825 89.510131 14.533979 
89.375611 104.911286 17.034702 
96.349665 125.144933 20.320089 
102.461582 151.859092 24.657733 
115.358108 216.345364 35.128526 
118.138344 260.605590 42.315167 
119.586949 305.742967 49.644234 
118.938733 330.958235 53.738499 
26.839670 70.568950 11.458453 
28.858433 66.133034 10.738183 
31.949100 62.260446 10.109381 
36.294877 60.607137 9.840929 
41.851950 61.159381 9.930598 
48.438807 63.536296 10.316544 
55.799955 67.449775 10.951985 
63.649120 72.794247 11.819780 
71.698835 79.642240 12.931705 
79.679975 88.232523 14.326531 
87.353711 98.974942 16.070804 
94.518000 112.480374 18.263714 
101.010111 129.619079 21.046567 
106.705701 151.596744 24.615134 
111.513183 179.976586 29.223239 
113.638968 233.305069 37.882315 
116.744429 280.752437 45.586460 
119.143174 323.163114 52.472786 
28.972912 77.310222 12.553050 
31.015593 72.573378 11.783917 
34.610279 69.023517 11.207517 
39.772651 68.161224 11.067505 
46.291632 69.788060 11.331658 
53.831498 73.434102 11.923675 
61.996251 78.804364 12.795657 
70.381079 85.847897 13.939333 
78.614861 94.750320 15.384841 
86.392086 105.936339 17.201143 
93.492235 120.105637 19.501846 
99.785324 138.306879 22.457226 
105.223708 162.026619 26.308659 
109.822977 193.158311 31.363588 
109.013778 247.417745 40.173825 
112.563800 294.977732 47.896256 
30.242121 79.057014 12.836681 
33.193801 75.086137 12.191920 
38.180350 73.693800 11.965843 
44.870567 75.379866 12.239613 
52.781064 79.679253 12.937715 
61.367371 86.239996 14.002999 
70.101071 95.064881 15.435917 
78.535585 106.542988 17.299646 
86.348099 121.482277 19.725375 
93.349073 141.185580 22.924648 
99.460082 167.520025 27.200636 
104.672589 202.675907 32.908983 
104.765894 262.350862 42.598551 
108.708465 301.333196 48.928208 
30.209328 84.230578 13.676725 
32.275309 82.356915 13.372494 
36.911213 81.282483 13.198036 
43.694382 83.386990 13.539750 
51.975576 88.799597 14.418608 
61.035044 97.311141 15.800648 
70.200299 109.132804 17.720160 
78.933214 125.073347 20.308465 
86.873880 146.622046 23.807380 
93.840097 175.946331 28.568836 
99.794225 215.159087 34.935908 
99.425647 268.984572 43.675683 
32.728603 90.489279 14.692966 
36.608651 91.559485 14.866738 
43.147857 94.605952 15.361400 
51.536944 101.536451 16.486722 
60.778010 112.696311 18.298776 
69.971653 128.706888 20.898452 
78.497355 151.066206 24.528990 
86.120938 182.140460 29.574592 
93.011260 223.612676 36.308538 
37.061458 101.502366 16.481188 
42.349583 105.924716 17.199255 
49.889243 114.231854 18.548106 
58.434542 128.217867 20.819049 
66.978273 149.348391 24.250064 
75.225474 179.970277 29.222214 
83.711144 220.848106 35.859647 
42.142628 115.531976 18.759210 
48.083530 125.592683 20.392791 
55.685894 143.229071 23.256455 
64.368045 170.992257 27.764431 
74.763882 208.088736 33.787877 
32.071638 42.657399 6.926386 
39.303583 46.836177 7.604905 
34.427855 46.956305 7.624410 
27.661671 42.194913 6.851291 
33.340297 44.255039 7.185799 
45.007615 49.378503 8.017708 
43.591250 52.143394 8.466650 
37.135588 53.149430 8.630003 
29.897279 50.746937 8.239904 
27.686407 49.652727 8.062235 
26.493786 43.221896 7.018045 
32.989258 44.721470 7.261535 
41.253342 47.576625 7.725133 
49.309736 51.163962 8.307618 
49.085596 54.281204 8.813772 
45.578638 58.056121 9.426715 
39.318834 60.416619 9.809994 
32.746197 60.390845 9.805809 
28.922702 60.189490 9.773115 
27.431377 58.728416 9.535877 
24.976833 49.930116 8.107275 
25.753617 44.205753 7.177796 
31.797142 45.050327 7.314932 
40.026943 47.681573 7.742174 
46.353997 49.388673 8.019360 
52.368271 52.775253 8.569247 
52.755188 55.966485 9.087415 
50.939649 60.474032 9.819317 
46.851104 65.382251 10.616276 
41.126453 69.361397 11.262380 
35.237391 71.349153 11.585137 
30.761707 71.422319 11.597017 
28.543004 71.168588 11.555818 
27.124535 68.449215 11.114267 
24.511458 59.211111 9.614253 
23.085466 50.041002 8.125280 
25.072450 45.999449 7.469043 
30.612989 46.379550 7.530761 
38.048874 48.277269 7.838898 
44.977988 49.801439 8.086382 
49.840702 50.973143 8.276634 
54.516574 54.790467 8.896462 
55.438055 58.199755 9.450037 
54.871484 63.202932 10.262415 
52.588006 69.437543 11.274744 
48.533357 76.011389 12.342155 
43.216500 81.599739 13.249549 
37.702861 84.681115 13.749880 
33.068078 84.226972 13.676140 
29.912537 81.254188 13.193441 
28.324437 78.579320 12.759117 
26.924948 74.839413 12.151859 
24.351779 66.790915 10.845004 
22.219076 58.065690 9.428268 
22.062997 51.808460 8.412266 
24.511305 48.933284 7.945417 
29.470620 48.820041 7.927030 
35.994011 49.903014 8.102874 
42.643787 50.976975 8.277256 
48.209920 51.795267 8.410124 
52.158256 52.833059 8.578633 
56.738576 58.389953 9.480920 
58.544330 62.597755 10.164151 
59.395516 68.712102 11.156952 
58.916667 76.590374 12.436166 
56.662781 85.549052 13.890809 
52.489829 94.215666 15.298028 
46.880271 100.474919 16.314359 
40.944257 101.966027 16.556473 
35.869387 97.797262 15.879581 
21.124451 58.073973 9.429613 
21.680891 55.058815 8.940035 
24.143120 53.185166 8.635806 
28.472856 52.635772 8.546599 
34.114353 52.922108 8.593092 
40.177326 53.415798 8.673254 
45.808675 53.882596 8.749049 
50.487045 54.535540 8.855069 
54.089705 55.855342 9.069369 
61.428761 66.469477 10.792812 
64.707541 72.334363 11.745108 
67.394812 80.348510 13.046384 
68.996255 90.453556 14.687165 
68.884405 102.150097 16.586361 
66.535965 114.260982 18.552835 
61.799163 124.563697 20.225712 
55.118916 129.581820 21.040517 
47.682209 126.043068 20.465921 
22.430732 59.239907 9.618929 
25.015724 58.726292 9.535532 
28.942360 58.241222 9.456770 
33.848084 58.034762 9.423246 
39.202430 58.053804 9.426338 
44.502609 58.277683 9.462690 
49.415842 58.866104 9.558233 
53.829121 60.144119 9.765748 
57.799588 62.532178 10.153503 
71.989693 84.124570 13.659512 
77.324136 93.227165 15.137523 
81.914447 104.914742 17.035263 
85.097333 119.105845 19.339508 
86.143496 135.288284 21.967090 
84.439868 152.147645 24.704585 
79.644459 166.768897 27.078674 
71.822996 173.632271 28.193097 
61.779864 166.099723 26.970019 
24.742063 65.910973 10.702126 
28.021714 66.718445 10.833237 
32.484686 66.848840 10.854410 
37.757314 66.909255 10.864219 
43.439835 67.243734 10.918530 
49.233585 68.116990 11.060322 
54.990639 69.842738 11.340536 
60.693246 72.805350 11.821583 
66.372393 77.428774 12.572300 
89.104890 115.536565 18.759955 
95.454875 127.380414 20.683070 
100.663441 141.780798 23.021295 
104.198347 158.742904 25.775474 
105.563104 177.980564 28.899140 
104.365772 198.501248 32.231134 
100.321207 217.605565 35.333148 
93.188096 229.225802 37.219954 
82.856201 223.854238 36.347761 
29.417078 77.969376 12.660078 
34.015478 81.190963 13.183175 
39.701377 83.263842 13.519754 
46.117202 84.944336 13.792620 
52.984109 86.885578 14.107824 
60.121033 89.582203 14.545682 
67.418376 93.442524 15.172491 
74.786878 98.835597 16.048178 
82.093788 106.100777 17.227843 
106.875505 158.004091 25.655511 
112.379602 170.598792 27.700543 
116.529687 185.645429 30.143703 
119.095916 203.331291 33.015399 
119.908659 223.616385 36.309140 
118.854394 245.772432 39.906671 
115.813410 267.327652 43.406645 
110.504235 282.315786 45.840305 
102.314821 280.594417 45.560802 
37.293905 99.980269 16.234041 
43.974663 108.201087 17.568875 
51.587035 114.034201 18.516012 
59.736740 118.443552 19.231969 
68.144873 122.489387 19.888902 
76.598522 126.956899 20.614302 
84.908133 132.385559 21.495767 
92.877315 139.166722 22.596841 
100.284004 147.613962 23.968440 
117.105632 202.527805 32.884935 
120.824068 214.023753 34.751561 
123.456673 228.135685 37.042950 
124.994886 245.111763 39.799397 
125.449275 264.872256 43.007957 
124.836773 286.511232 46.521530 
123.131234 307.354934 49.905973 
120.115173 321.727557 52.239691 
115.108797 320.882444 52.102468 
49.036519 134.461371 21.832822 
57.692601 149.237084 24.231991 
66.689098 159.289912 25.864293 
75.631936 165.912581 26.939632 
84.268534 170.786334 27.730995 
92.406896 175.211955 28.449594 
99.884900 180.063362 29.237329 
106.564517 185.938171 30.191236 
112.333189 193.293055 31.385466 
118.509322 244.211016 39.653140 
121.383606 256.305339 41.616925 
123.434839 271.972414 44.160827 
124.701140 290.976211 47.246519 
125.219785 311.971390 50.655558 
125.021431 331.574452 53.838555 
123.998160 343.537649 55.781049 
71.512176 194.833496 31.635592 
81.225495 209.545893 34.024480 
89.977262 217.377480 35.296114 
97.708116 221.684055 35.995383 
104.405827 225.081259 36.546995 
110.078713 229.277996 37.228429 
114.761299 235.391715 38.221129 
116.405184 284.565860 46.205655 
119.380129 298.180790 48.416345 
121.707750 315.000379 51.147382 
123.389078 332.572208 54.000563 
124.471187 346.084447 56.194579 
89.893238 247.960604 40.261970 
97.327077 258.966080 42.048956 
103.402136 264.270107 42.910184 
108.487393 268.601873 43.613544 
112.786844 274.861916 44.630002 
114.929019 315.688418 51.259101 
118.300513 327.894116 53.240970 
106.890969 295.676636 48.009739 
111.100310 304.898248 49.507075 
31.714080 47.247776 7.671737 
38.593698 54.710922 8.883546 
34.412316 45.440921 7.378354 
28.474575 45.582132 7.401282 
30.599246 52.727469 8.561488 
44.553376 61.468286 9.980756 
43.098363 51.410329 8.347621 
36.712902 44.113966 7.162893 
30.576903 42.968357 6.976877 
28.338367 49.784741 8.083670 
27.105070 55.468703 9.006589 
32.529874 66.062832 10.726784 
40.775839 70.283605 11.412121 
49.121845 67.465122 10.954477 
48.664115 56.749586 9.214569 
44.819547 48.651523 7.899667 
38.536541 43.259748 7.024191 
32.637540 41.838652 6.793444 
29.334843 46.150241 7.493528 
28.091986 55.157755 8.956100 
27.040547 62.503248 10.148805 
26.345945 64.949925 10.546078 
33.406824 79.980086 12.986562 
41.171600 86.716892 14.080434 
46.548383 79.585082 12.922425 
52.405339 73.288369 11.900012 
52.493098 61.952742 10.059418 
50.395440 53.517636 8.689790 
46.068503 47.401826 7.696750 
40.307528 43.388273 7.045060 
34.729465 42.063290 6.829919 
30.778510 44.600662 7.241919 
28.713530 51.687592 8.392641 
27.751728 61.580943 9.999049 
26.989156 69.179581 11.232858 
25.926294 70.665807 11.474180 
26.873960 74.130727 12.036788 
34.037967 92.209093 14.972216 
41.066352 103.262234 16.766942 
46.579239 99.910938 16.222784 
50.395205 87.193059 14.157750 
54.754947 79.750155 12.949228 
55.426292 68.006191 11.042332 
54.789066 59.467018 9.655805 
52.561750 53.352669 8.663004 
48.645225 48.971498 7.951622 
43.483359 46.059396 7.478777 
38.087942 44.929787 7.295360 
33.539863 46.378503 7.530591 
30.381580 51.242205 8.320322 
28.502342 59.481806 9.658206 
27.516705 68.713014 11.157100 
27.019775 74.305103 12.065101 
41.500679 115.380142 18.734556 
46.286632 119.858531 19.461723 
50.103518 110.554755 17.951046 
52.956186 94.776758 15.389134 
57.119581 88.601372 14.386422 
58.924165 77.035627 12.508463 
60.142774 68.911548 11.189337 
60.326229 63.311471 10.280038 
58.931073 59.348118 9.636499 
55.672130 56.424096 9.161719 
50.830029 54.364912 8.827364 
45.221080 53.445840 8.678132 
39.800935 54.271026 8.812119 
35.208018 57.467736 9.331177 
31.626978 63.149828 10.253792 
29.068976 70.103151 11.382820 
27.640875 75.312061 12.228604 
49.721579 132.365762 21.492553 
52.459550 120.804428 19.615311 
54.941563 103.897012 16.870012 
61.665677 104.098797 16.902776 
65.524402 93.962706 15.256955 
69.242820 86.847007 14.101561 
72.215947 81.926428 13.302595 
73.720818 78.377171 12.726293 
73.165013 75.598105 12.275049 
70.352201 73.292272 11.900646 
65.601490 71.480032 11.606388 
59.638133 70.459409 11.440667 
53.306436 70.704321 11.480434 
47.252518 72.657751 11.797617 
41.745033 76.330726 12.394007 
36.765342 80.643512 13.094284 
32.407339 83.051054 13.485203 
29.252624 81.375751 13.213180 
52.418588 142.194883 23.088531 
54.928662 132.141101 21.456074 
58.055256 117.467474 19.073481 
71.361864 133.711535 21.711069 
78.370258 124.763226 20.258110 
84.889258 117.631251 19.100074 
90.096638 111.971913 18.181154 
93.202228 107.266489 17.417122 
93.654602 103.151346 16.748937 
91.324530 99.510853 16.157821 
86.561637 96.474146 15.664743 
80.093787 94.378999 15.324549 
72.809109 93.718953 15.217376 
65.495541 95.037864 15.431531 
58.613810 98.652471 16.018443 
52.172543 103.943331 16.877533 
45.804832 107.998333 17.535954 
39.265696 105.237451 17.087663 
54.925730 153.097082 24.858748 
58.907888 152.029493 24.685401 
64.621110 143.811380 23.351006 
86.927068 183.461748 29.789133 
96.147209 174.340305 28.308062 
103.732153 164.049453 26.637111 
109.128048 154.114923 25.024017 
111.940602 145.008030 23.545309 
111.999923 136.857849 22.221944 
109.416718 129.752869 21.068291 
104.580046 123.840129 20.108225 
98.095798 119.355641 19.380068 
90.685362 116.641630 18.939387 
83.065061 116.154890 18.860354 
75.820790 118.422955 19.228625 
69.285816 123.816621 20.104408 
63.423200 131.808156 21.402013 
57.726245 139.206250 22.603260 
51.306438 138.389758 22.470684 
67.170121 182.553292 29.641625 
76.840655 187.829655 30.498361 
103.980521 247.999660 40.268312 
112.765583 236.146850 38.343742 
118.733500 218.747328 35.518539 
122.049599 200.862284 32.614501 
122.912885 184.556447 29.966882 
121.546052 170.465335 27.678874 
118.220862 158.681290 25.765469 
113.270629 149.139188 24.216095 
107.090240 141.779228 23.021040 
100.126842 136.627082 22.184474 
92.858830 133.843542 21.732504 
85.759821 133.750740 21.717435 
79.247977 136.803397 22.213102 
73.622565 143.393747 23.283194 
